"Age","Race.Sex","Year","Survival","SurvivalP","Deaths","qx"
" 80","White Male","1990",38245,0.38245,15525,0.4059354164
" 85","White Male","1990",22720,0.2272,12506,0.5504401408
" 90","White Male","1990",10214,0.10214,7226,0.7074603485
" 95","White Male","1990",2988,0.02988,2465,0.8249665328
"100","White Male","1990",523,0.00523,523,1
"  0","White Female","1990",1e+05,1,667,0.00667
"  1","White Female","1990",99333,0.99333,146,0.0014698036
"  5","White Female","1990",99187,0.99187,88,0.000887213
" 10","White Female","1990",99099,0.99099,92,0.0009283646
" 15","White Female","1990",99007,0.99007,212,0.0021412627
" 20","White Female","1990",98795,0.98795,248,0.0025102485
" 25","White Female","1990",98547,0.98547,264,0.0026789248
" 30","White Female","1990",98283,0.98283,344,0.0035000967
" 35","White Female","1990",97939,0.97939,467,0.0047682741
" 40","White Female","1990",97472,0.97472,704,0.007222587
" 45","White Female","1990",96768,0.96768,1160,0.0119874339
" 50","White Female","1990",95608,0.95608,1878,0.0196427077
" 55","White Female","1990",93730,0.9373,2941,0.0313773605
" 60","White Female","1990",90789,0.90789,4450,0.0490147485
" 65","White Female","1990",86339,0.86339,6355,0.0736052074
" 70","White Female","1990",79984,0.79984,9150,0.1143978796
" 75","White Female","1990",70834,0.70834,12380,0.1747748256
" 80","White Female","1990",58454,0.58454,16180,0.2767988504
" 85","White Female","1990",42274,0.42274,18004,0.4258882528
" 90","White Female","1990",24270,0.2427,14775,0.608776267
" 95","White Female","1990",9495,0.09495,7256,0.7641916798
"100","White Female","1990",2239,0.02239,2239,1
"  0","African American All","1990",1e+05,1,1813,0.01813
"  1","African American All","1990",98187,0.98187,303,0.0030859482
"  5","African American All","1990",97884,0.97884,164,0.0016754526
" 10","African American All","1990",97720,0.9772,181,0.0018522309
" 15","African American All","1990",97539,0.97539,614,0.0062949179
" 20","African American All","1990",96925,0.96925,953,0.0098323446
" 25","African American All","1990",95972,0.95972,1163,0.0121181178
" 30","African American All","1990",94809,0.94809,1549,0.0163381114
" 35","African American All","1990",93260,0.9326,2021,0.0216705983
" 40","African American All","1990",91239,0.91239,2550,0.0279485746
" 45","African American All","1990",88689,0.88689,3404,0.03838131
" 50","African American All","1990",85285,0.85285,4650,0.0545230697
" 55","African American All","1990",80635,0.80635,6300,0.0781298444
" 60","African American All","1990",74335,0.74335,8181,0.1100558283
" 65","African American All","1990",66154,0.66154,9962,0.1505880219
" 70","African American All","1990",56192,0.56192,11320,0.201452164
" 75","African American All","1990",44872,0.44872,11723,0.2612542343
" 80","African American All","1990",33149,0.33149,11797,0.3558780054
" 85","African American All","1990",21352,0.21352,9706,0.4545710004
" 90","African American All","1990",11646,0.11646,6917,0.5939378327
" 95","African American All","1990",4729,0.04729,3353,0.7090293931
"100","African American All","1990",1376,0.01376,1376,1
"  0","African American Male","1990",1e+05,1,1977,0.01977
"  1","African American Male","1990",98023,0.98023,335,0.0034175653
"  5","African American Male","1990",97688,0.97688,187,0.0019142576
" 10","African American Male","1990",97501,0.97501,233,0.0023897191
" 15","African American Male","1990",97268,0.97268,967,0.0099416046
" 20","African American Male","1990",96301,0.96301,1492,0.0154930894
" 25","African American Male","1990",94809,0.94809,1739,0.0183421405
" 30","African American Male","1990",93070,0.9307,2243,0.0241001397
" 35","African American Male","1990",90827,0.90827,2879,0.031697623
" 40","African American Male","1990",87948,0.87948,3481,0.0395802065
" 45","African American Male","1990",84467,0.84467,4483,0.0530739816
" 50","African American Male","1990",79984,0.79984,5889,0.0736272254
" 55","African American Male","1990",74095,0.74095,7761,0.1047439098
" 60","African American Male","1990",66334,0.66334,9539,0.1438025748
" 65","African American Male","1990",56795,0.56795,11105,0.1955277753
" 70","African American Male","1990",45690,0.4569,11935,0.2612168965
" 75","African American Male","1990",33755,0.33755,11206,0.3319804473
" 80","African American Male","1990",22549,0.22549,9840,0.4363829882
" 85","African American Male","1990",12709,0.12709,6737,0.5300967818
" 90","African American Male","1990",5972,0.05972,4001,0.6699598125
" 95","African American Male","1990",1971,0.01971,1505,0.763571791
"100","African American Male","1990",466,0.00466,466,1
"  0","African American Female","1990",1e+05,1,1644,0.01644
"  1","African American Female","1990",98356,0.98356,269,0.0027349628
"  5","African American Female","1990",98087,0.98087,141,0.0014374994
" 10","African American Female","1990",97946,0.97946,128,0.0013068425
" 15","African American Female","1990",97818,0.97818,252,0.002576213
" 20","African American Female","1990",97566,0.97566,426,0.0043662751
" 25","African American Female","1990",97140,0.9714,626,0.0064443072
" 30","African American Female","1990",96514,0.96514,915,0.0094804899
" 35","African American Female","1990",95599,0.95599,1235,0.0129185452
" 40","African American Female","1990",94364,0.94364,1688,0.0178881777
" 45","African American Female","1990",92676,0.92676,2399,0.025885882
" 50","African American Female","1990",90277,0.90277,3484,0.0385923325
" 55","African American Female","1990",86793,0.86793,4907,0.0565368175
" 60","African American Female","1990",81886,0.81886,6855,0.0837139438
" 65","African American Female","1990",75031,0.75031,8753,0.1166584478
" 70","African American Female","1990",66278,0.66278,10594,0.1598418781
" 75","African American Female","1990",55684,0.55684,12062,0.2166151857
" 80","African American Female","1990",43622,0.43622,13533,0.3102333685
" 85","African American Female","1990",30089,0.30089,12553,0.4171956529
" 90","African American Female","1990",17536,0.17536,9849,0.5616446168
" 95","African American Female","1990",7687,0.07687,5323,0.6924678028
"100","African American Female","1990",2364,0.02364,2364,1
"  0","All","1980",1e+05,1,1260,0.0126
"  1","All","1980",98740,0.9874,245,0.0024812639
"  5","All","1980",98495,0.98495,148,0.0015026143
" 10","All","1980",98347,0.98347,151,0.0015353798
" 15","All","1980",98196,0.98196,455,0.00463359
" 20","All","1980",97741,0.97741,631,0.0064558374
" 25","All","1980",97110,0.9711,633,0.0065183812
" 30","All","1980",96477,0.96477,669,0.0069342952
" 35","All","1980",95808,0.95808,882,0.0092059118
" 40","All","1980",94926,0.94926,1327,0.0139793102
" 45","All","1980",93599,0.93599,2073,0.0221476725
" 50","All","1980",91526,0.91526,3178,0.034722374
" 55","All","1980",88348,0.88348,4622,0.0523158419
" 60","All","1980",83726,0.83726,6619,0.0790554905
" 65","All","1980",77107,0.77107,8859,0.1148922925
" 70","All","1980",68248,0.68248,11449,0.1677558317
" 75","All","1980",56799,0.56799,13619,0.2397753482
" 80","All","1980",43180,0.4318,15220,0.3524779991
" 85","All","1980",27960,0.2796,13806,0.493776824
" 90","All","1980",14154,0.14154,9111,0.6437049597
" 95","All","1980",5043,0.05043,3893,0.7719611342
"100","All","1980",1150,0.0115,1150,1
"  0","All Male","1980",1e+05,1,1393,0.01393
"  1","All Male","1980",98607,0.98607,274,0.0027787074
"  5","All Male","1980",98333,0.98333,173,0.001759328
" 10","All Male","1980",98160,0.9816,188,0.0019152404
" 15","All Male","1980",97972,0.97972,656,0.0066957906
" 20","All Male","1980",97316,0.97316,955,0.0098133914
" 25","All Male","1980",96361,0.96361,931,0.0096615851
" 30","All Male","1980",95430,0.9543,929,0.0097348842
" 35","All Male","1980",94501,0.94501,1156,0.0122326748
" 40","All Male","1980",93345,0.93345,1696,0.0181691574
" 45","All Male","1980",91649,0.91649,2642,0.028827374
" 50","All Male","1980",89007,0.89007,4071,0.0457379757
" 55","All Male","1980",84936,0.84936,5924,0.0697466328
" 60","All Male","1980",79012,0.79012,8366,0.1058826507
" 65","All Male","1980",70646,0.70646,10965,0.1552104861
" 70","All Male","1980",59681,0.59681,13409,0.2246778707
" 75","All Male","1980",46272,0.46272,14462,0.3125432227
" 80","All Male","1980",31810,0.3181,13790,0.4335114744
" 85","All Male","1980",18020,0.1802,10288,0.5709211987
" 90","All Male","1980",7732,0.07732,5453,0.7052509053
" 95","All Male","1980",2279,0.02279,1856,0.8143922773
"100","All Male","1980",423,0.00423,423,1
"  0","All Female","1980",1e+05,1,1120,0.0112
"  1","All Female","1980",98880,0.9888,214,0.0021642395
"  5","All Female","1980",98666,0.98666,122,0.0012364948
" 10","All Female","1980",98544,0.98544,112,0.0011365481
" 15","All Female","1980",98432,0.98432,248,0.0025195059
" 20","All Female","1980",98184,0.98184,301,0.0030656726
" 25","All Female","1980",97883,0.97883,332,0.0033918045
" 30","All Female","1980",97551,0.97551,411,0.0042131808
" 35","All Female","1980",97140,0.9714,609,0.006269302
" 40","All Female","1980",96531,0.96531,961,0.0099553511
" 45","All Female","1980",95570,0.9557,1510,0.0157999372
" 50","All Female","1980",94060,0.9406,2300,0.0244524771
" 55","All Female","1980",91760,0.9176,3346,0.0364646905
" 60","All Female","1980",88414,0.88414,4894,0.0553532246
" 65","All Female","1980",83520,0.8352,6800,0.0814176245
" 70","All Female","1980",76720,0.7672,9534,0.124270073
" 75","All Female","1980",67186,0.67186,12814,0.190724258
" 80","All Female","1980",54372,0.54372,16600,0.3053042007
" 85","All Female","1980",37772,0.37772,17194,0.4552049137
" 90","All Female","1980",20578,0.20578,12716,0.6179414909
" 95","All Female","1980",7862,0.07862,5935,0.7548969728
"100","All Female","1980",1927,0.01927,1927,1
"  0","White All","1980",1e+05,1,1102,0.01102
"  1","White All","1980",98898,0.98898,223,0.0022548484
"  5","White All","1980",98675,0.98675,139,0.0014086648
" 10","White All","1980",98536,0.98536,145,0.0014715434
" 15","White All","1980",98391,0.98391,452,0.0045939161
" 20","White All","1980",97939,0.97939,599,0.0061160518
" 25","White All","1980",97340,0.9734,566,0.0058146702
" 30","White All","1980",96774,0.96774,582,0.006014012
" 35","White All","1980",96192,0.96192,765,0.0079528443
" 40","White All","1980",95427,0.95427,1170,0.0122606809
" 45","White All","1980",94257,0.94257,1873,0.0198712032
" 50","White All","1980",92384,0.92384,2957,0.032007707
" 55","White All","1980",89427,0.89427,4396,0.0491574133
" 60","White All","1980",85031,0.85031,6446,0.0758076466
" 65","White All","1980",78585,0.78585,8784,0.1117770567
" 70","White All","1980",69801,0.69801,11502,0.1647827395
" 75","White All","1980",58299,0.58299,13890,0.2382545155
" 80","White All","1980",44409,0.44409,15641,0.3522033822
" 85","White All","1980",28768,0.28768,14297,0.4969758065
" 90","White All","1980",14471,0.14471,9404,0.649851427
" 95","White All","1980",5067,0.05067,3962,0.781922242
"100","White All","1980",1105,0.01105,1105,1
"  0","White Male","1980",1e+05,1,1231,0.01231
"  1","White Male","1980",98769,0.98769,250,0.0025311586
"  5","White Male","1980",98519,0.98519,162,0.0016443529
" 10","White Male","1980",98357,0.98357,181,0.0018402351
" 15","White Male","1980",98176,0.98176,651,0.0066309485
" 20","White Male","1980",97525,0.97525,909,0.009320687
" 25","White Male","1980",96616,0.96616,833,0.0086217604
" 30","White Male","1980",95783,0.95783,803,0.0083835336
" 35","White Male","1980",94980,0.9498,996,0.0104864182
" 40","White Male","1980",93984,0.93984,1490,0.0158537623
" 45","White Male","1980",92494,0.92494,2389,0.0258287024
" 50","White Male","1980",90105,0.90105,3802,0.0421952167
" 55","White Male","1980",86303,0.86303,5678,0.0657914557
" 60","White Male","1980",80625,0.80625,8232,0.1021023256
" 65","White Male","1980",72393,0.72393,11009,0.1520727142
" 70","White Male","1980",61384,0.61384,13672,0.2227290499
" 75","White Male","1980",47712,0.47712,14924,0.3127934272
" 80","White Male","1980",32788,0.32788,14250,0.4346102233
" 85","White Male","1980",18538,0.18538,10647,0.5743338008
" 90","White Male","1980",7891,0.07891,5612,0.7111899632
" 95","White Male","1980",2279,0.02279,1875,0.8227292672
"100","White Male","1980",404,0.00404,404,1
"  0","White Female","1980",1e+05,1,965,0.00965
"  1","White Female","1980",99035,0.99035,194,0.0019589034
"  5","White Female","1980",98841,0.98841,116,0.001173602
" 10","White Female","1980",98725,0.98725,107,0.0010838187
" 15","White Female","1980",98618,0.98618,244,0.0024741934
" 20","White Female","1980",98374,0.98374,281,0.0028564458
" 25","White Female","1980",98093,0.98093,291,0.0029665725
" 30","White Female","1980",97802,0.97802,357,0.0036502321
" 35","White Female","1980",97445,0.97445,532,0.00545949
" 40","White Female","1980",96913,0.96913,848,0.0087501161
" 45","White Female","1980",96065,0.96065,1355,0.0141050331
" 50","White Female","1980",94710,0.9471,2116,0.0223418858
" 55","White Female","1980",92594,0.92594,3143,0.0339438841
" 60","White Female","1980",89451,0.89451,4687,0.0523974019
" 65","White Female","1980",84764,0.84764,6625,0.0781581804
" 70","White Female","1980",78139,0.78139,9427,0.1206439806
" 75","White Female","1980",68712,0.68712,12942,0.1883513797
" 80","White Female","1980",55770,0.5577,16996,0.3047516586
" 85","White Female","1980",38774,0.38774,17778,0.4585031206
" 90","White Female","1980",20996,0.20996,13096,0.6237378548
" 95","White Female","1980",7900,0.079,6042,0.7648101266
"100","White Female","1980",1858,0.01858,1858,1
"  0","African American All","1980",1e+05,1,2115,0.02115
"  1","African American All","1980",97885,0.97885,363,0.0037084334
"  5","African American All","1980",97522,0.97522,200,0.0020508193
" 10","African American All","1980",97322,0.97322,188,0.0019317318
" 15","African American All","1980",97134,0.97134,482,0.0049622171
" 20","African American All","1980",96652,0.96652,848,0.008773745
" 25","African American All","1980",95804,0.95804,1124,0.0117322868
" 30","African American All","1980",94680,0.9468,1392,0.0147021546
" 35","African American All","1980",93288,0.93288,1849,0.0198203413
" 40","African American All","1980",91439,0.91439,2605,0.028488938
" 45","African American All","1980",88834,0.88834,3790,0.0426638449
" 50","African American All","1980",85044,0.85044,5228,0.0614740605
" 55","African American All","1980",79816,0.79816,6903,0.0864864188
" 60","African American All","1980",72913,0.72913,8522,0.1168790202
